Category_Name,Venue_Distance,Category_ID,Venue_Rating
Nightclub,229,4bf58dd8d48988d11f941735,Not Rated
Nightclub,36,4bf58dd8d48988d11f941735,Not Rated
Cocktail Bar,82,4bf58dd8d48988d11e941735,Not Rated
Cocktail Bar,42,4bf58dd8d48988d11e941735,Not Rated
Cocktail Bar,34,4bf58dd8d48988d11e941735,Not Rated
Butcher,819,4bf58dd8d48988d11d951735,Not Rated
Sports Bar,1477,4bf58dd8d48988d11d941735,Not Rated
Sports Bar,107,4bf58dd8d48988d11d941735,Not Rated
Sports Bar,53,4bf58dd8d48988d11d941735,Not Rated
Flower Shop,1194,4bf58dd8d48988d11b951735,Not Rated
Flower Shop,10,4bf58dd8d48988d11b951735,Not Rated
Bridal Shop,3,4bf58dd8d48988d11a951735,Not Rated
Other Nightlife,26,4bf58dd8d48988d11a941735,Not Rated
Grocery Store,263,4bf58dd8d48988d118951735,Not Rated
Grocery Store,129,4bf58dd8d48988d118951735,Not Rated
Grocery Store,105,4bf58dd8d48988d118951735,Not Rated
Grocery Store,104,4bf58dd8d48988d118951735,Not Rated
Grocery Store,68,4bf58dd8d48988d118951735,Not Rated
Dive Bar,236,4bf58dd8d48988d118941735,Not Rated
Dive Bar,13,4bf58dd8d48988d118941735,Not Rated
Candy Store,74,4bf58dd8d48988d117951735,Not Rated
Antique Shop,6376,4bf58dd8d48988d116951735,Not Rated
Antique Shop,214,4bf58dd8d48988d116951735,Not Rated
Antique Shop,24,4bf58dd8d48988d116951735,Not Rated
Bar,473,4bf58dd8d48988d116941735,Not Rated
Bar,464,4bf58dd8d48988d116941735,Not Rated
Bar,176,4bf58dd8d48988d116941735,Not Rated
Bar,141,4bf58dd8d48988d116941735,Not Rated
Bar,121,4bf58dd8d48988d116941735,Not Rated
Bar,115,4bf58dd8d48988d116941735,Not Rated
Bar,52,4bf58dd8d48988d116941735,Not Rated
Bar,47,4bf58dd8d48988d116941735,Not Rated
Bar,46,4bf58dd8d48988d116941735,Not Rated
Bar,44,4bf58dd8d48988d116941735,Not Rated
Bar,14,4bf58dd8d48988d116941735,Not Rated
Bar,9,4bf58dd8d48988d116941735,Not Rated
Bike Shop,70,4bf58dd8d48988d115951735,Not Rated
Bike Shop,15,4bf58dd8d48988d115951735,Not Rated
Bookstore,115,4bf58dd8d48988d114951735,Not Rated
Bookstore,17,4bf58dd8d48988d114951735,Not Rated
Bookstore,14,4bf58dd8d48988d114951735,Not Rated
Bookstore,13,4bf58dd8d48988d114951735,Not Rated
Bookstore,13,4bf58dd8d48988d114951735,Not Rated
Bookstore,13,4bf58dd8d48988d114951735,Not Rated
Gas Station,704,4bf58dd8d48988d113951735,Not Rated
Gas Station,613,4bf58dd8d48988d113951735,Not Rated
Gas Station,594,4bf58dd8d48988d113951735,Not Rated
Gas Station,325,4bf58dd8d48988d113951735,Not Rated
Gas Station,200,4bf58dd8d48988d113951735,Not Rated
Gas Station,167,4bf58dd8d48988d113951735,Not Rated
Gas Station,106,4bf58dd8d48988d113951735,Not Rated
Korean Restaurant,1254,4bf58dd8d48988d113941735,Not Rated
Hardware Store,297,4bf58dd8d48988d112951735,Not Rated
Hardware Store,207,4bf58dd8d48988d112951735,Not Rated
Hardware Store,56,4bf58dd8d48988d112951735,Not Rated
Hardware Store,44,4bf58dd8d48988d112951735,Not Rated
Hardware Store,7,4bf58dd8d48988d112951735,Not Rated
Juice Bar,825,4bf58dd8d48988d112941735,Not Rated
Juice Bar,169,4bf58dd8d48988d112941735,Not Rated
Juice Bar,118,4bf58dd8d48988d112941735,Not Rated
Juice Bar,7,4bf58dd8d48988d112941735,Not Rated
Jewelry Store,26,4bf58dd8d48988d111951735,Not Rated
Japanese Restaurant,100,4bf58dd8d48988d111941735,Not Rated
Salon / Barbershop,686,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,459,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,304,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,265,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,201,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,167,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,160,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,153,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,128,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,91,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,80,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,79,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,79,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,71,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,62,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,58,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,43,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,42,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,35,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,34,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,29,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,28,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,25,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,17,4bf58dd8d48988d110951735,Not Rated
Salon / Barbershop,14,4bf58dd8d48988d110951735,Not Rated
Italian Restaurant,427,4bf58dd8d48988d110941735,Not Rated
Pharmacy,169,4bf58dd8d48988d10f951735,Not Rated
Pharmacy,78,4bf58dd8d48988d10f951735,Not Rated
Pharmacy,26,4bf58dd8d48988d10f951735,Not Rated
Pharmacy,9,4bf58dd8d48988d10f951735,Not Rated
Indian Restaurant,492,4bf58dd8d48988d10f941735,Not Rated
Indian Restaurant,47,4bf58dd8d48988d10f941735,Not Rated
Record Shop,9,4bf58dd8d48988d10d951735,Not Rated
Record Shop,7,4bf58dd8d48988d10d951735,Not Rated
Cosmetics Shop,276,4bf58dd8d48988d10c951735,Not Rated
Cosmetics Shop,58,4bf58dd8d48988d10c951735,Not Rated
Cosmetics Shop,28,4bf58dd8d48988d10c951735,Not Rated
Cosmetics Shop,20,4bf58dd8d48988d10c951735,Not Rated
Cosmetics Shop,6,4bf58dd8d48988d10c951735,Not Rated
Cosmetics Shop,4,4bf58dd8d48988d10c951735,Not Rated
Video Game Store,97,4bf58dd8d48988d10b951735,Not Rated
Falafel Restaurant,240,4bf58dd8d48988d10b941735,Not Rated
Falafel Restaurant,217,4bf58dd8d48988d10b941735,Not Rated
Falafel Restaurant,196,4bf58dd8d48988d10b941735,Not Rated
Falafel Restaurant,16,4bf58dd8d48988d10b941735,Not Rated
Bank,221,4bf58dd8d48988d10a951735,Not Rated
Bank,195,4bf58dd8d48988d10a951735,Not Rated
Bank,37,4bf58dd8d48988d10a951735,Not Rated
Bank,14,4bf58dd8d48988d10a951735,Not Rated
Lingerie Store,12,4bf58dd8d48988d109951735,Not Rated
Lingerie Store,8,4bf58dd8d48988d109951735,Not Rated
Eastern European Restaurant,8,4bf58dd8d48988d109941735,Not Rated
Women's Store,37,4bf58dd8d48988d108951735,Not Rated
Women's Store,10,4bf58dd8d48988d108951735,Not Rated
Shoe Store,90,4bf58dd8d48988d107951735,Not Rated
Shoe Store,12,4bf58dd8d48988d107951735,Not Rated
Shoe Store,7,4bf58dd8d48988d107951735,Not Rated
Men's Store,27,4bf58dd8d48988d106951735,Not Rated
Men's Store,6,4bf58dd8d48988d106951735,Not Rated
Men's Store,5,4bf58dd8d48988d106951735,Not Rated
Kids Store,70,4bf58dd8d48988d105951735,Not Rated
Gym Pool,11,4bf58dd8d48988d105941735,Not Rated
Boutique,64,4bf58dd8d48988d104951735,Not Rated
Boutique,51,4bf58dd8d48988d104951735,Not Rated
Boutique,43,4bf58dd8d48988d104951735,Not Rated
Boutique,26,4bf58dd8d48988d104951735,Not Rated
Boutique,15,4bf58dd8d48988d104951735,Not Rated
Boutique,13,4bf58dd8d48988d104951735,Not Rated
Medical Center,1404,4bf58dd8d48988d104941735,Not Rated
Medical Center,317,4bf58dd8d48988d104941735,Not Rated
Medical Center,23,4bf58dd8d48988d104941735,Not Rated
Medical Center,21,4bf58dd8d48988d104941735,Not Rated
Clothing Store,853,4bf58dd8d48988d103951735,Not Rated
Clothing Store,91,4bf58dd8d48988d103951735,Not Rated
Clothing Store,63,4bf58dd8d48988d103951735,Not Rated
Clothing Store,29,4bf58dd8d48988d103951735,Not Rated
Clothing Store,20,4bf58dd8d48988d103951735,Not Rated
Clothing Store,17,4bf58dd8d48988d103951735,Not Rated
Clothing Store,15,4bf58dd8d48988d103951735,Not Rated
Clothing Store,8,4bf58dd8d48988d103951735,Not Rated
Accessories Store,27,4bf58dd8d48988d102951735,Not Rated
Yoga Studio,169,4bf58dd8d48988d102941735,Not Rated
Yoga Studio,74,4bf58dd8d48988d102941735,Not Rated
Yoga Studio,26,4bf58dd8d48988d102941735,Not Rated
Yoga Studio,18,4bf58dd8d48988d102941735,Not Rated
Yoga Studio,10,4bf58dd8d48988d102941735,Not Rated
Thrift / Vintage Store,176,4bf58dd8d48988d101951735,Not Rated
Thrift / Vintage Store,8,4bf58dd8d48988d101951735,Not Rated
Martial Arts School,220,4bf58dd8d48988d101941735,Not Rated
Martial Arts School,144,4bf58dd8d48988d101941735,Not Rated
Martial Arts School,34,4bf58dd8d48988d101941735,Not Rated
Park,454,4bf58dd8d48988d163941735,9.5
Trail,156,4bf58dd8d48988d159941735,9.5
Park,270,4bf58dd8d48988d163941735,9.4
Art Museum,89,4bf58dd8d48988d18f941735,9.3
Art Museum,86,4bf58dd8d48988d18f941735,9.3
Bookstore,57,4bf58dd8d48988d114951735,9.3
Park,261,4bf58dd8d48988d163941735,9.2
Malay Restaurant,101,4bf58dd8d48988d156941735,9.2
Grocery Store,41,4bf58dd8d48988d118951735,9.1
Korean Restaurant,63,4bf58dd8d48988d113941735,9.1
Waterfront,37,56aa371be4b08b9a8d5734c3,9.0
Coffee Shop,146,4bf58dd8d48988d1e0931735,9.0
Sandwich Place,136,4bf58dd8d48988d1c5941735,9.0
Sculpture Garden,290,4bf58dd8d48988d166941735,9.0
Salon / Barbershop,43,4bf58dd8d48988d110951735,8.9
Salon / Barbershop,23,4bf58dd8d48988d110951735,8.9
Steakhouse,15,4bf58dd8d48988d1cc941735,8.8
Grocery Store,162,4bf58dd8d48988d118951735,8.8
Salon / Barbershop,154,4bf58dd8d48988d110951735,8.8
Salon / Barbershop,145,4bf58dd8d48988d110951735,8.7
Brewery,140,50327c8591d4c4b30a586d5d,8.6
Coffee Shop,141,4bf58dd8d48988d1e0931735,8.6
Pizza Place,48,4bf58dd8d48988d1ca941735,8.6
Park,109,4bf58dd8d48988d163941735,8.6
Juice Bar,38,4bf58dd8d48988d112941735,8.6
German Restaurant,32,4bf58dd8d48988d10d941735,8.6
Coffee Shop,130,4bf58dd8d48988d1e0931735,8.5
Coffee Shop,69,4bf58dd8d48988d1e0931735,8.5
Sandwich Place,123,4bf58dd8d48988d1c5941735,8.5
Park,121,4bf58dd8d48988d163941735,8.5
Theme Park Ride / Attraction,138,5109983191d435c0d71c2bb1,8.4
Playground,95,4bf58dd8d48988d1e7941735,8.4
Coffee Shop,92,4bf58dd8d48988d1e0931735,8.4
Food Truck,16,4bf58dd8d48988d1cb941735,8.4
Pizza Place,82,4bf58dd8d48988d1ca941735,8.4
Pizza Place,7,4bf58dd8d48988d1ca941735,8.4
Pizza Place,6,4bf58dd8d48988d1ca941735,8.4
Garden,541,4bf58dd8d48988d15a941735,8.4
Building,95,4bf58dd8d48988d130941735,8.4
Lounge,56,4bf58dd8d48988d121941735,8.4
Cocktail Bar,192,4bf58dd8d48988d11e941735,8.4
Cocktail Bar,98,4bf58dd8d48988d11e941735,8.4
Wedding Hall,860,56aa371be4b08b9a8d5734c5,8.3
Soup Place,35,4bf58dd8d48988d1dd931735,8.3
Seafood Restaurant,48,4bf58dd8d48988d1ce941735,8.3
Museum,127,4bf58dd8d48988d181941735,8.3
Park,832,4bf58dd8d48988d163941735,8.3
Trail,136,4bf58dd8d48988d159941735,8.3
Monument / Landmark,373,4bf58dd8d48988d12d941735,8.3
Beer Store,188,5370f356bcbc57f1066c94c2,8.2
Theme Park Ride / Attraction,104,5109983191d435c0d71c2bb1,8.2
Concert Hall,89,5032792091d4c4b30a586d5c,8.2
Historic Site,375,4deefb944765f83613cdba6e,8.2
Performing Arts Venue,6,4bf58dd8d48988d1f2931735,8.2
Spa,198,4bf58dd8d48988d1ed941735,8.2
Jazz Club,10,4bf58dd8d48988d1e7931735,8.2
Restaurant,118,4bf58dd8d48988d1c4941735,8.2
American Restaurant,82,4bf58dd8d48988d14e941735,8.2
Thai Restaurant,86,4bf58dd8d48988d149941735,8.2
Coffee Shop,185,4bf58dd8d48988d1e0931735,8.1
Bakery,134,4bf58dd8d48988d16a941735,8.1
New American Restaurant,40,4bf58dd8d48988d157941735,8.1
Cosmetics Shop,114,4bf58dd8d48988d10c951735,8.1
Coffee Shop,570,4bf58dd8d48988d1e0931735,8.0
Seafood Restaurant,35,4bf58dd8d48988d1ce941735,8.0
Mexican Restaurant,23,4bf58dd8d48988d1c1941735,8.0
Salad Place,160,4bf58dd8d48988d1bd941735,8.0
Bakery,44,4bf58dd8d48988d16a941735,8.0
Coffee Shop,78,4bf58dd8d48988d1e0931735,7.9
Coffee Shop,38,4bf58dd8d48988d1e0931735,7.9
Tea Room,29,4bf58dd8d48988d1dc931735,7.9
Plaza,142,4bf58dd8d48988d164941735,7.9
Trail,119,4bf58dd8d48988d159941735,7.9
Grocery Store,68,4bf58dd8d48988d118951735,7.9
Boutique,117,4bf58dd8d48988d104951735,7.9
Bubble Tea Shop,27,52e81612bcbc57f1066b7a0c,7.8
Brewery,66,50327c8591d4c4b30a586d5d,7.8
Farm,171,4bf58dd8d48988d15b941735,7.8
Chinese Restaurant,21,4bf58dd8d48988d145941735,7.8
Dive Bar,27,4bf58dd8d48988d118941735,7.8
Udon Restaurant,7,55a59bace4b013909087cb2a,7.7
Marijuana Dispensary,27,52c71aaf3cf9994f4e043d17,7.7
Taiwanese Restaurant,19,52af3b813cf9994f4e043c04,7.7
Board Shop,108,4bf58dd8d48988d1f1941735,7.7
Tattoo Parlor,5,4bf58dd8d48988d1de931735,7.7
Scenic Lookout,96,4bf58dd8d48988d165941735,7.7
Donut Shop,510,4bf58dd8d48988d148941735,7.7
Wine Shop,77,4bf58dd8d48988d119951735,7.7
Bar,281,4bf58dd8d48988d116941735,7.7
Korean Restaurant,25,4bf58dd8d48988d113941735,7.7
Shopping Mall,40,4bf58dd8d48988d1fd941735,7.6
Department Store,428,4bf58dd8d48988d1f6941735,7.6
Playground,413,4bf58dd8d48988d1e7941735,7.6
Coffee Shop,1892,4bf58dd8d48988d1e0931735,7.6
Gym,15,4bf58dd8d48988d176941735,7.6
Nightclub,185,4bf58dd8d48988d11f941735,7.6
Cocktail Bar,86,4bf58dd8d48988d11e941735,7.6
Coffee Shop,151,4bf58dd8d48988d1e0931735,7.5
Coffee Shop,73,4bf58dd8d48988d1e0931735,7.5
Dessert Shop,18,4bf58dd8d48988d1d0941735,7.5
Dessert Shop,16,4bf58dd8d48988d1d0941735,7.5
Taco Place,89,4bf58dd8d48988d151941735,7.5
Erotic Museum,66,559acbe0498e472f1a53fa23,7.4
Health & Beauty Service,23,54541900498ea6ccd0202697,7.4
Gym / Fitness Center,159,4bf58dd8d48988d175941735,7.4
Theater,7,4bf58dd8d48988d137941735,7.4
Theater,4,4bf58dd8d48988d137941735,7.4
Gift Shop,16,4bf58dd8d48988d128951735,7.4
Juice Bar,84,4bf58dd8d48988d112941735,7.4
Residential Building (Apartment / Condo),126,4d954b06a243a5684965b473,7.3
Gift Shop,13,4bf58dd8d48988d128951735,7.3
Supermarket,158,52f2ab2ebcbc57f1066b8b46,7.2
Brewery,98,50327c8591d4c4b30a586d5d,7.2
Coffee Shop,934,4bf58dd8d48988d1e0931735,7.2
BBQ Joint,26,4bf58dd8d48988d1df931735,7.2
Pizza Place,184,4bf58dd8d48988d1ca941735,7.2
Ice Cream Shop,62,4bf58dd8d48988d1c9941735,7.2
Gym,2,4bf58dd8d48988d176941735,7.2
Event Space,7,4bf58dd8d48988d171941735,7.2
Event Space,4,4bf58dd8d48988d171941735,7.2
Arts & Crafts Store,13,4bf58dd8d48988d127951735,7.2
Hardware Store,79,4bf58dd8d48988d112951735,7.2
Boutique,139,4bf58dd8d48988d104951735,7.2
Poke Place,67,5bae9231bedf3950379f89d4,7.1
Big Box Store,538,52f2ab2ebcbc57f1066b8b42,7.1
Discount Store,118,52dea92d3cf9994f4e043dbb,7.1
Coffee Shop,1282,4bf58dd8d48988d1e0931735,7.1
Lounge,24,4bf58dd8d48988d121941735,7.1
Bar,41,4bf58dd8d48988d116941735,7.1
Marijuana Dispensary,19,52c71aaf3cf9994f4e043d17,7.0
Department Store,250,4bf58dd8d48988d1f6941735,7.0
Sandwich Place,30,4bf58dd8d48988d1c5941735,7.0
Bagel Shop,8,4bf58dd8d48988d179941735,7.0
Bagel Shop,5,4bf58dd8d48988d179941735,7.0
Wings Joint,490,4bf58dd8d48988d14c941735,7.0
Beer Garden,107,4bf58dd8d48988d117941735,7.0
Pizza Place,70,4bf58dd8d48988d1ca941735,6.9
American Restaurant,8,4bf58dd8d48988d14e941735,6.9
American Restaurant,7,4bf58dd8d48988d14e941735,6.9
Bar,20,4bf58dd8d48988d116941735,6.9
Juice Bar,26,4bf58dd8d48988d112941735,6.9
Deli / Bodega,42,4bf58dd8d48988d146941735,6.8
Shipping Store,2073,52f2ab2ebcbc57f1066b8b1f,6.7
Mexican Restaurant,28,4bf58dd8d48988d1c1941735,6.7
Discount Store,44,52dea92d3cf9994f4e043dbb,6.6
Sandwich Place,88,4bf58dd8d48988d1c5941735,6.6
Post Office,181,4bf58dd8d48988d172941735,6.6
Video Store,756,4bf58dd8d48988d126951735,6.6
Shopping Mall,564,4bf58dd8d48988d1fd941735,6.5
Coffee Shop,25,4bf58dd8d48988d1e0931735,6.5
Coffee Shop,22,4bf58dd8d48988d1e0931735,6.5
Breakfast Spot,1361,4bf58dd8d48988d143941735,6.5
Shipping Store,36,52f2ab2ebcbc57f1066b8b1f,6.4
Dessert Shop,40,4bf58dd8d48988d1d0941735,6.4
Liquor Store,48,4bf58dd8d48988d186941735,6.4
Bar,85,4bf58dd8d48988d116941735,6.4
Gas Station,96,4bf58dd8d48988d113951735,6.4
Hardware Store,67,4bf58dd8d48988d112951735,6.4
Pharmacy,69,4bf58dd8d48988d10f951735,6.4
Bank,176,4bf58dd8d48988d10a951735,6.4
Bubble Tea Shop,22,52e81612bcbc57f1066b7a0c,6.3
Candy Store,1,4bf58dd8d48988d117951735,6.3
Candy Store,1,4bf58dd8d48988d117951735,6.3
Gas Station,672,4bf58dd8d48988d113951735,6.3
Fried Chicken Joint,961,4d4ae6fc7a7b7dea34424761,6.2
Art Gallery,39,4bf58dd8d48988d1e2931735,6.2
Mexican Restaurant,5,4bf58dd8d48988d1c1941735,6.2
Mexican Restaurant,5,4bf58dd8d48988d1c1941735,6.2
Donut Shop,125,4bf58dd8d48988d148941735,6.2
Bar,35,4bf58dd8d48988d116941735,6.2
General Entertainment,83,4bf58dd8d48988d1f1931735,6.1
Museum,2,4bf58dd8d48988d181941735,6.1
Museum,2,4bf58dd8d48988d181941735,6.1
Park,49,4bf58dd8d48988d163941735,6.1
Gas Station,1493,4bf58dd8d48988d113951735,6.1
Post Office,455,4bf58dd8d48988d172941735,6.0
English Restaurant,20,52e81612bcbc57f1066b7a05,5.9
English Restaurant,17,52e81612bcbc57f1066b7a05,5.9
Gas Station,607,4bf58dd8d48988d113951735,5.9
Mediterranean Restaurant,22,4bf58dd8d48988d1c0941735,5.8
Fast Food Restaurant,92,4bf58dd8d48988d16e941735,5.8
Café,3,4bf58dd8d48988d16d941735,5.8
Pub,151,4bf58dd8d48988d11b941735,5.8
Fried Chicken Joint,182,4d4ae6fc7a7b7dea34424761,5.7
Coffee Shop,7,4bf58dd8d48988d1e0931735,5.7
Seafood Restaurant,49,4bf58dd8d48988d1ce941735,5.7
Snack Place,23,4bf58dd8d48988d1c7941735,5.7
Snack Place,21,4bf58dd8d48988d1c7941735,5.7
Train Station,1006,4bf58dd8d48988d129951735,5.7
Paper / Office Supplies Store,294,4bf58dd8d48988d121951735,5.6
Gas Station,673,4bf58dd8d48988d113951735,5.6
Korean Restaurant,29,4bf58dd8d48988d113941735,5.5
Tex-Mex Restaurant,61,56aa371ae4b08b9a8d5734ba,5.4
American Restaurant,707,4bf58dd8d48988d14e941735,5.4
Pharmacy,75,4bf58dd8d48988d10f951735,5.4
Greek Restaurant,2,4bf58dd8d48988d10e941735,5.4
Greek Restaurant,1,4bf58dd8d48988d10e941735,5.4
Clothing Store,45,4bf58dd8d48988d103951735,5.4
Gym / Fitness Center,465,4bf58dd8d48988d175941735,5.3
Fast Food Restaurant,238,4bf58dd8d48988d16e941735,5.3
Fast Food Restaurant,142,4bf58dd8d48988d16e941735,5.2
American Restaurant,3,4bf58dd8d48988d14e941735,5.2
Bank,26,4bf58dd8d48988d10a951735,5.0
